"Incident","Location","Reported","Occurred","Comments","Disposition","ID","report_date","lat","long"
"Theft","5530 S. Ellis, Chicago, IL","9/27/24 1:09 PM","9/27/24 12:00 PM to 12:50 PM","A backpack containing a wallet was taken from an unsecured locker / Backpack later found minus the wallet","Open","24-00970","9/27/24",41.7944435629935,-87.6014480073706
"Theft","1150 E. 58th St., Chicago, IL","9/27/24 3:47 PM","9/27/24 11:20 AM","An unknown suspect took secured electric scooter from bike rack","Open","24-00972","9/27/24",41.7896774554316,-87.5968187686778
"Information / Theft","1554 E. 55th St., Chicago, IL","9/29/24 2:22 AM","9/29/24 2:22 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-033337","9/29/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","9/29/24 7:34 AM","9/29/24 7:34 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-033347","9/29/24",41.7952934540188,-87.588744563006
"Theft","1346 E. 53rd St., Chicago, IL","9/29/24 9:54 AM","9/29/24 9:54 AM","A subject took merchandise from the off-campus store without paying / A UCPD officer detained the suspect, but management declined to prosecute /","Ex. Cleared","24-00981","9/29/24",41.7995504422237,-87.593062823983
"Information / Theft","1554 E. 55th St., Chicago, IL","9/29/24 2:22 AM","9/29/24 2:22 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-033337","9/29/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","9/29/24 7:34 AM","9/29/24 7:34 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-033347","9/29/24",41.7952934540188,-87.588744563006
"Theft","1346 E. 53rd St., Chicago, IL","9/29/24 9:54 AM","9/29/24 9:54 AM","A subject took merchandise from the off-campus store without paying / A UCPD officer detained the suspect, but management declined to prosecute /","Ex. Cleared","24-00981","9/29/24",41.7995504422237,-87.593062823983
"Information / Theft of Motorcycle","5300 S. Cornell, Chicago, IL","9/30/24 9:07 AM","9/29/24 to 9/30/24 10:00 PM to 6:00 AM","Motorcycle parked on the street off-campus taken by unknown person / Referred to CPD","Referred","2024-033478","9/30/24",41.799535688921,-87.5855882222321
"Information / Theft","1554 E. 55th St., Chicago, IL","9/30/24 2:34 PM","9/30/24 2:34 PM","A subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-033514","9/30/24",41.7952934540188,-87.588744563006
"Information / Theft of Motorcycle","5300 S. Cornell, Chicago, IL","9/30/24 9:07 AM","9/29/24 to 9/30/24 10:00 PM to 6:00 AM","Motorcycle parked on the street off-campus taken by unknown person / Referred to CPD","Referred","2024-033478","9/30/24",41.799535688921,-87.5855882222321
"Information / Theft","1554 E. 55th St., Chicago, IL","9/30/24 2:34 PM","9/30/24 2:34 PM","A subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-033514","9/30/24",41.7952934540188,-87.588744563006
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/1/24 12:22 PM","10/1/24 12:22 PM","An unknown subject took property from the off-campus store without paying / Referred to CPD","Referred","2024-033667","10/1/24",41.7995504422237,-87.593062823983
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/1/24 1:52 PM","10/1/24 1:50 PM","An unknown subject took property from the off-campus store without paying / Referred to CPD","Referred","2024-033671","10/1/24",41.7995504422237,-87.593062823983
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/1/24 12:22 PM","10/1/24 12:22 PM","An unknown subject took property from the off-campus store without paying / Referred to CPD","Referred","2024-033667","10/1/24",41.7995504422237,-87.593062823983
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/1/24 1:52 PM","10/1/24 1:50 PM","An unknown subject took property from the off-campus store without paying / Referred to CPD","Referred","2024-033671","10/1/24",41.7995504422237,-87.593062823983
"Information / Theft","1554 E. 55th St., Chicago, IL","10/2/24 9:07 AM","10/2/24 9:00 AM","An unknown person took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-033780","10/2/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","10/2/24 4:36 PM","10/2/24 4:36 PM","Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-033811","10/2/24",41.7952934540188,-87.588744563006
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/2/24 5:25 PM","10/2/24 5:25 PM","Store personnel detained a suspect that took merchandise from the store without paying / CPD case","CPD","2024-033818","10/2/24",41.7995504422237,-87.593062823983
"Domestic Battery","5431 S. Harper, Chicago, IL","10/2/24 10:57 PM","10/2/24 10:54 PM","During a domestic dispute, one person struck the other / Victim declined prosecution","Ex. Cleared","24-01002","10/2/24",41.7976040082398,-87.5889720199156
"Information / Theft","1554 E. 55th St., Chicago, IL","10/2/24 9:07 AM","10/2/24 9:00 AM","An unknown person took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-033780","10/2/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","10/2/24 4:36 PM","10/2/24 4:36 PM","Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-033811","10/2/24",41.7952934540188,-87.588744563006
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/2/24 5:25 PM","10/2/24 5:25 PM","Store personnel detained a suspect that took merchandise from the store without paying / CPD case","CPD","2024-033818","10/2/24",41.7995504422237,-87.593062823983
"Domestic Battery","5431 S. Harper, Chicago, IL","10/2/24 10:57 PM","10/2/24 10:54 PM","During a domestic dispute, one person struck the other / Victim declined prosecution","Ex. Cleared","24-01002","10/2/24",41.7976040082398,-87.5889720199156
"Information / Theft","5401 S. Ellis, Chicago, IL","10/3/24 12:32 PM","10/2/24 to 10/3/24 11:00 PM to 12:15 AM","Electric scooter secured to a sign post off-campus was taken by unknown person / Referred to CPD","Referred","2024-033908","10/3/24",41.7978795341136,-87.6011915212019
"Motor Vehicle Theft","850 E. 61st St., Chicago, IL","10/3/24 5:03 PM","10/3/24 4:00 PM","Victim's boyfriend took vehicle without permission / Suspect returned the vehicle / Victim declined prosecution","Ex. Cleared","24-01006","10/3/24",41.784124456876,-87.6056627611745
"Information / Armed Robbery","5700 S. Kenwood, Chicago, IL","10/3/24 11:28 PM","10/3/24 11:25 PM","Three unknown suspects, armed with firearms, took property from two victims walking on the sidewalk off campus / Suspects fled in a black vehicle / CPD case JH454815","CPD","2024-033969","10/3/24",41.791425344974,-87.5932904153368
"Information / Theft","5401 S. Ellis, Chicago, IL","10/3/24 12:32 PM","10/2/24 to 10/3/24 11:00 PM to 12:15 AM","Electric scooter secured to a sign post off-campus was taken by unknown person / Referred to CPD","Referred","2024-033908","10/3/24",41.7978795341136,-87.6011915212019
"Motor Vehicle Theft","850 E. 61st St., Chicago, IL","10/3/24 5:03 PM","10/3/24 4:00 PM","Victim's boyfriend took vehicle without permission / Suspect returned the vehicle / Victim declined prosecution","Ex. Cleared","24-01006","10/3/24",41.784124456876,-87.6056627611745
"Information / Armed Robbery","5700 S. Kenwood, Chicago, IL","10/3/24 11:28 PM","10/3/24 11:25 PM","Three unknown suspects, armed with firearms, took property from two victims walking on the sidewalk off campus / Suspects fled in a black vehicle / CPD case JH454815","CPD","2024-033969","10/3/24",41.791425344974,-87.5932904153368
"Information / Theft","5401 S. Ellis, Chicago, IL","10/3/24 12:32 PM","10/2/24 to 10/3/24 11:00 PM to 12:15 AM","Electric scooter secured to a sign post off-campus was taken by unknown person / Referred to CPD","Referred","2024-033908","10/3/24",41.7978795341136,-87.6011915212019
"Motor Vehicle Theft","850 E. 61st St., Chicago, IL","10/3/24 5:03 PM","10/3/24 4:00 PM","Victim's boyfriend took vehicle without permission / Suspect returned the vehicle / Victim declined prosecution","Ex. Cleared","24-01006","10/3/24",41.784124456876,-87.6056627611745
"Information / Armed Robbery","5700 S. Kenwood, Chicago, IL","10/3/24 11:28 PM","10/3/24 11:25 PM","Three unknown suspects, armed with firearms, took property from two victims walking on the sidewalk off campus / Suspects fled in a black vehicle / CPD case JH454815","CPD","2024-033969","10/3/24",41.791425344974,-87.5932904153368
"Information / Theft","5401 S. Ellis, Chicago, IL","10/3/24 12:32 PM","10/2/24 to 10/3/24 11:00 PM to 12:15 AM","Electric scooter secured to a sign post off-campus was taken by unknown person / Referred to CPD","Referred","2024-033908","10/3/24",41.7978795341136,-87.6011915212019
"Motor Vehicle Theft","850 E. 61st St., Chicago, IL","10/3/24 5:03 PM","10/3/24 4:00 PM","Victim's boyfriend took vehicle without permission / Suspect returned the vehicle / Victim declined prosecution","Ex. Cleared","24-01006","10/3/24",41.784124456876,-87.6056627611745
"Information / Armed Robbery","5700 S. Kenwood, Chicago, IL","10/3/24 11:28 PM","10/3/24 11:25 PM","Three unknown suspects, armed with firearms, took property from two victims walking on the sidewalk off campus / Suspects fled in a black vehicle / CPD case JH454815","CPD","2024-033969","10/3/24",41.791425344974,-87.5932904153368
"Information / Theft","6104 S. Woodlawn, Chicago, IL","10/4/24 12:32 PM","10/3/24 to 10/4/24 8:30 PM to 11:00 AM","Bicycle secured in the basement of off-campus building taken by unknown person / Referred to CPD","Referred","2024-034041","10/4/24",41.7840379142444,-87.596361415457
"Battery","5700 S. Maryland, Chicago, IL","10/4/24 1:27 PM","10/3/24 10:00 AM","Report of battery documented","Open","24-01007","10/4/24",41.7903992008143,-87.6050172122317
"Information / Theft","1554 E. 55th St., Chicago, IL","10/4/24 2:35 PM","10/4/24 2:34 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-034053","10/4/24",41.7952934540188,-87.588744563006
"Theft","1346 E. 53rd St., Chicago, IL","10/5/24 6:23 PM","10/5/24 6:15 PM","An individual took merchandise from the off-campus store without paying / Suspect arrested by UCPD","Arrest","24-01014","10/5/24",41.7995504422237,-87.593062823983
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/6/24 4:14 PM","10/6/24 4:10 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-034344","10/6/24",41.7995504422237,-87.593062823983
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/6/24 4:14 PM","10/6/24 4:10 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-034344","10/6/24",41.7995504422237,-87.593062823983
"Theft","1554 E. 55th St., Chicago, IL","10/7/24 9:20 AM","10/7/24 9:20 AM","A subject took merchandise from the off-campus store without paying / Suspect arrested by UCPD officers","Arrest","24-01020","10/7/24",41.7952934540188,-87.588744563006
"Theft","5656 S. Maryland, Chicago, IL","10/7/24 11:28 AM","10/7/24 2:00 AM to 11:00 AM","A patient reported that an unknown person took currency from his belongings","Open","24-01021","10/7/24",41.7921342041933,-87.6050329683429
"Assault","1100 E. 57th St., Chicago, IL","10/7/24 12:53 PM","10/7/24 11:30 AM","During a verbal disagreement one person threatened the other with bodily harm / Victim declined prosecution","Ex. Cleared","24-01022","10/7/24",41.791485370518,-87.5981525434927
"Theft","1554 E. 55th St., Chicago, IL","10/7/24 9:20 AM","10/7/24 9:20 AM","A subject took merchandise from the off-campus store without paying / Suspect arrested by UCPD officers","Arrest","24-01020","10/7/24",41.7952934540188,-87.588744563006
"Theft","5656 S. Maryland, Chicago, IL","10/7/24 11:28 AM","10/7/24 2:00 AM to 11:00 AM","A patient reported that an unknown person took currency from his belongings","Open","24-01021","10/7/24",41.7921342041933,-87.6050329683429
"Assault","1100 E. 57th St., Chicago, IL","10/7/24 12:53 PM","10/7/24 11:30 AM","During a verbal disagreement one person threatened the other with bodily harm / Victim declined prosecution","Ex. Cleared","24-01022","10/7/24",41.791485370518,-87.5981525434927
"Theft","1155 E. 60th St., Chicago, IL","10/8/24 4:12 PM","10/6/24 to 10/8/24 5:00 PM to 1:00 PM","Front wheel taken from bicycle secured to bike rack","Open","24-01025","10/8/24",41.7858987312935,-87.598707394259
"Theft","1155 E. 60th St., Chicago, IL","10/8/24 4:12 PM","10/6/24 to 10/8/24 5:00 PM to 1:00 PM","Front wheel taken from bicycle secured to bike rack","Open","24-01025","10/8/24",41.7858987312935,-87.598707394259
"Assault","5851 S. Cottage Grove, Chicago, IL","10/9/24 1:42 PM","10/9/24 1:42 PM","A person walking on the sidewalk was verbally assaulted by an unknown person / Suspect arrested by UCPD","Arrest","24-01033","10/9/24",41.7885868348402,-87.6060204495246
"Assault","5851 S. Cottage Grove, Chicago, IL","10/9/24 1:42 PM","10/9/24 1:42 PM","A person walking on the sidewalk was verbally assaulted by an unknown person / Suspect arrested by UCPD","Arrest","24-01033","10/9/24",41.7885868348402,-87.6060204495246
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/10/24 12:43 PM","10/10/24 12:40 PM","A known subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-034908","10/10/24",41.7995504422237,-87.593062823983
"Theft","5848 S. University, Chicago, IL","10/10/24 10:47 PM","10/10/24 3:00 PM to 4:00 PM","Wallet taken / Unauthorized use of credit cards reported","Open","24-01034","10/10/24",41.7900977127803,-87.5981222392632
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/10/24 12:43 PM","10/10/24 12:40 PM","A known subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-034908","10/10/24",41.7995504422237,-87.593062823983
"Theft","5848 S. University, Chicago, IL","10/10/24 10:47 PM","10/10/24 3:00 PM to 4:00 PM","Wallet taken / Unauthorized use of credit cards reported","Open","24-01034","10/10/24",41.7900977127803,-87.5981222392632
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/10/24 12:43 PM","10/10/24 12:40 PM","A known subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-034908","10/10/24",41.7995504422237,-87.593062823983
"Theft","5848 S. University, Chicago, IL","10/10/24 10:47 PM","10/10/24 3:00 PM to 4:00 PM","Wallet taken / Unauthorized use of credit cards reported","Open","24-01034","10/10/24",41.7900977127803,-87.5981222392632
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/10/24 12:43 PM","10/10/24 12:40 PM","A known subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-034908","10/10/24",41.7995504422237,-87.593062823983
"Theft","5848 S. University, Chicago, IL","10/10/24 10:47 PM","10/10/24 3:00 PM to 4:00 PM","Wallet taken / Unauthorized use of credit cards reported","Open","24-01034","10/10/24",41.7900977127803,-87.5981222392632
"Information / Motor Vehicle Theft","5400 S. Hyde Park, Chicago, IL","10/11/24 8:25 AM","10/9/24 to 10/11/24 9:00 PM to 8:15 AM","A 2012 Hyundai parked on the street off-campus was taken by unknown person(s) / Referred to CPD","Referred","2024-035002","10/11/24",41.798084563027,-87.5840958445546
"Battery","5563 S. Ellis, Chicago, IL","10/11/24 3:30 PM","10/11/24 3:30 PM","An unknown subject threw a water bottle striking UCPD officer / Officer also suffered a laceration to leg when struck with an unknown object","Open","24-01039","10/11/24",41.7938921501286,-87.6012809117454
"Theft","900 E. 57th St., Chicago, IL","10/11/24 7:07 PM","10/9/24 to 10/11/24 9:00 AM to 6:00 PM","Secured bicycle taken from bike rack","Open","24-01042","10/11/24",41.7914234555105,-87.6036629189617
"Information / Robbery","5224 S. Harper, Chicago, IL","10/11/24 7:45 PM","10/11/24 7:40 PM","2 unknown suspects forcibly took cash box from the off-campus business / CPD case","CPD","2024-035053","10/11/24",41.800226899423,-87.5891768150909
"Theft","1414 E. 59th St., Chicago, IL","10/11/24 8:11 PM","10/10/24 to 10/11/24 8:00 PM to 8:00 AM","Secured bicycle taken from bike rack","Open","24-01043","10/11/24",41.7879151799158,-87.5910931385544
"Battery","6300 S. University, Chicago, IL","10/12/24 5:30 PM","10/12/24 4:35 PM","Physical altercation between two individuals documented","Closed","24-01048","10/12/24",41.7804540799717,-87.5973220357056
"Information / Armed Robbery","6300 S. Cottage Grove, Chicago, IL","10/13/24 11:04 AM","10/12/24 11:00 PM","Delayed Report / Victim pushed from his bicycle by two unknown suspects who beat and stabbed him before taking property / CPD case JH466736","CPD","2024-035237","10/13/24",41.7798959121437,-87.605993299698
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/13/24 12:24 PM","10/13/24 12:20 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-035244","10/13/24",41.7995504422237,-87.593062823983
"Information / Armed Robbery","6300 S. Cottage Grove, Chicago, IL","10/13/24 11:04 AM","10/12/24 11:00 PM","Delayed Report / Victim pushed from his bicycle by two unknown suspects who beat and stabbed him before taking property / CPD case JH466736","CPD","2024-035237","10/13/24",41.7798959121437,-87.605993299698
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/13/24 12:24 PM","10/13/24 12:20 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-035244","10/13/24",41.7995504422237,-87.593062823983
"Information / Theft","1554 E. 55th St., Chicago, IL","10/14/24 11:40 AM","10/14/24 11:30 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-035369","10/14/24",41.7952934540188,-87.588744563006
"Theft from Motor Vehicle","1320 E. 61st St., Chicago, IL","10/14/24 8:40 AM","10/13/24 to 10/14/24 6:40 PM to 8:40 AM","Catalytic converter taken from 2000 Toyota parked on the street","Open","24-01051","10/14/24",41.7842504561926,-87.5937160937954
"Theft","6022 S. Drexel, Chicago, IL","10/14/24 1:59 PM","10/12/24 to 10/13/24 4:00 PM to 6:00 PM","Unsecured bicycle taken from basement bike room","Open","24-01052","10/14/24",41.7851682507428,-87.604490004945
"Information / Theft","5118 S. Lake Park, Chicago, IL","10/14/24 5:33 PM","10/14/24 5:20 PM","Unknown suspect took victim's unsecured Divvy bike / Referred to CPD","Referred","2024-035409","10/14/24",41.8021608015002,-87.5878500629072
"Assault","5700 S. Maryland, Chicago, IL","10/14/24 7:15 PM","10/14/24 7:00 PM","A group of visitors were placed in fear for their safety by the actions of another group / Suspects left prior to arrival of police","Open","24-01054","10/14/24",41.7903992008143,-87.6050172122317
"Information / Theft","1554 E. 55th St., Chicago, IL","10/14/24 11:40 AM","10/14/24 11:30 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-035369","10/14/24",41.7952934540188,-87.588744563006
"Theft from Motor Vehicle","1320 E. 61st St., Chicago, IL","10/14/24 8:40 AM","10/13/24 to 10/14/24 6:40 PM to 8:40 AM","Catalytic converter taken from 2000 Toyota parked on the street","Open","24-01051","10/14/24",41.7842504561926,-87.5937160937954
"Theft","6022 S. Drexel, Chicago, IL","10/14/24 1:59 PM","10/12/24 to 10/13/24 4:00 PM to 6:00 PM","Unsecured bicycle taken from basement bike room","Open","24-01052","10/14/24",41.7851682507428,-87.604490004945
"Information / Theft","5118 S. Lake Park, Chicago, IL","10/14/24 5:33 PM","10/14/24 5:20 PM","Unknown suspect took victim's unsecured Divvy bike / Referred to CPD","Referred","2024-035409","10/14/24",41.8021608015002,-87.5878500629072
"Assault","5700 S. Maryland, Chicago, IL","10/14/24 7:15 PM","10/14/24 7:00 PM","A group of visitors were placed in fear for their safety by the actions of another group / Suspects left prior to arrival of police","Open","24-01054","10/14/24",41.7903992008143,-87.6050172122317
"Information / Theft","1554 E. 55th St., Chicago, IL","10/15/24 10:42 AM","10/15/24 10:40 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-035511","10/15/24",41.7952934540188,-87.588744563006
"Theft","5530 S. Ellis, Chicago, IL","10/15/24 1:43 PM","10/15/24 1:05 PM to 1:35 PM","Wallet taken from unsecured locker / Unauthorized use of credit cards reported","Open","24-01058","10/15/24",41.7944435629935,-87.6014480073706
"Information / Theft","1554 E. 55th St., Chicago, IL","10/15/24 10:42 AM","10/15/24 10:40 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-035511","10/15/24",41.7952934540188,-87.588744563006
"Theft","5530 S. Ellis, Chicago, IL","10/15/24 1:43 PM","10/15/24 1:05 PM to 1:35 PM","Wallet taken from unsecured locker / Unauthorized use of credit cards reported","Open","24-01058","10/15/24",41.7944435629935,-87.6014480073706
"Information (Attempt Armed Robbery","1721 E. 56th St., Chicago, IL","10/16/24 6:21 AM","10/16/24 6:10 AM","Victim jogging off-campus was confronted by two unknown males armed with a handgun / Victim had no items of value and suspects fled to a waiting vehicle / Referred to CPD","Referred","2024-035625","10/16/24",41.7933722454275,-87.5830858446513
"Theft","1554 E. 55th St., Chicago, IL","10/16/24 11:28 AM","10/16/24 11:27 AM","A subject took merchandise from the off-campus store without paying / Suspect located and detained by UCPD / Management declined prosecution","Ex. Cleared","24-01059","10/16/24",41.7952934540188,-87.588744563006
"Aggravated Assault","1050 E. 61st St., Chicago, IL","10/16/24 1:17 PM","10/16/24 1:17 PM","A suspect who displayed a knife and menaced victim was arrested by UCPD officer on patrol","Arrest","24-01060","10/16/24",41.7841710638742,-87.6007379292205
"Battery","5656 S. Maryland, Chicago, IL","10/16/24 3:31 PM","10/16/24 3:29 PM","Two acquaintances were involved in a physical altercation / Peace restored","Closed","24-01061","10/16/24",41.7921342041933,-87.6050329683429
"Information (Attempt Armed Robbery","1721 E. 56th St., Chicago, IL","10/16/24 6:21 AM","10/16/24 6:10 AM","Victim jogging off-campus was confronted by two unknown males armed with a handgun / Victim had no items of value and suspects fled to a waiting vehicle / Referred to CPD","Referred","2024-035625","10/16/24",41.7933722454275,-87.5830858446513
"Theft","1554 E. 55th St., Chicago, IL","10/16/24 11:28 AM","10/16/24 11:27 AM","A subject took merchandise from the off-campus store without paying / Suspect located and detained by UCPD / Management declined prosecution","Ex. Cleared","24-01059","10/16/24",41.7952934540188,-87.588744563006
"Aggravated Assault","1050 E. 61st St., Chicago, IL","10/16/24 1:17 PM","10/16/24 1:17 PM","A suspect who displayed a knife and menaced victim was arrested by UCPD officer on patrol","Arrest","24-01060","10/16/24",41.7841710638742,-87.6007379292205
"Battery","5656 S. Maryland, Chicago, IL","10/16/24 3:31 PM","10/16/24 3:29 PM","Two acquaintances were involved in a physical altercation / Peace restored","Closed","24-01061","10/16/24",41.7921342041933,-87.6050329683429
"Information / Theft","5427 S. Dorchester, Chicago, IL","10/17/24 10:26 AM","10/17/24 9:00 AM to 10:23 AM","Unknown subject(s) broke into victim's work vehicle, parked off-campus and took tools / Referred to CPD","Referred","2024-035766","10/17/24",41.7972502743528,-87.5916557648902
"Theft","5815 S. Maryland, Chicago, IL","10/17/24 11:21 AM","10/16/24 to 10/17/24 9:00 PM to 8:00 AM","iPods taken from patient's room","Open","24-01065","10/17/24",41.7892235237279,-87.6048750409761
"Information / Theft","1526 E. 55th St., Chicago, IL","10/17/24 8:49 PM","10/17/24 8:40 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-035807","10/17/24",41.7954568594074,-87.5892765285042
"Information / Theft","5427 S. Dorchester, Chicago, IL","10/17/24 10:26 AM","10/17/24 9:00 AM to 10:23 AM","Unknown subject(s) broke into victim's work vehicle, parked off-campus and took tools / Referred to CPD","Referred","2024-035766","10/17/24",41.7972502743528,-87.5916557648902
"Theft","5815 S. Maryland, Chicago, IL","10/17/24 11:21 AM","10/16/24 to 10/17/24 9:00 PM to 8:00 AM","iPods taken from patient's room","Open","24-01065","10/17/24",41.7892235237279,-87.6048750409761
"Information / Theft","1526 E. 55th St., Chicago, IL","10/17/24 8:49 PM","10/17/24 8:40 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-035807","10/17/24",41.7954568594074,-87.5892765285042
"Information / Theft","5427 S. Dorchester, Chicago, IL","10/17/24 10:26 AM","10/17/24 9:00 AM to 10:23 AM","Unknown subject(s) broke into victim's work vehicle, parked off-campus and took tools / Referred to CPD","Referred","2024-035766","10/17/24",41.7972502743528,-87.5916557648902
"Theft","5815 S. Maryland, Chicago, IL","10/17/24 11:21 AM","10/16/24 to 10/17/24 9:00 PM to 8:00 AM","iPods taken from patient's room","Open","24-01065","10/17/24",41.7892235237279,-87.6048750409761
"Information / Theft","1526 E. 55th St., Chicago, IL","10/17/24 8:49 PM","10/17/24 8:40 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-035807","10/17/24",41.7954568594074,-87.5892765285042
"Information / Theft","5427 S. Dorchester, Chicago, IL","10/17/24 10:26 AM","10/17/24 9:00 AM to 10:23 AM","Unknown subject(s) broke into victim's work vehicle, parked off-campus and took tools / Referred to CPD","Referred","2024-035766","10/17/24",41.7972502743528,-87.5916557648902
"Theft","5815 S. Maryland, Chicago, IL","10/17/24 11:21 AM","10/16/24 to 10/17/24 9:00 PM to 8:00 AM","iPods taken from patient's room","Open","24-01065","10/17/24",41.7892235237279,-87.6048750409761
"Information / Theft","1526 E. 55th St., Chicago, IL","10/17/24 8:49 PM","10/17/24 8:40 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-035807","10/17/24",41.7954568594074,-87.5892765285042
"Theft","5505 S. Ellis, Chicago, IL","10/18/24 11:30 AM","10/14/24 to 10/15/24 8:00 PM to 12:00 PM","A secured electric scooter was taken by unknown person","Open","24-01068","10/18/24",41.7948916909783,-87.6012890633036
"Theft","5820 S. Ellis, Chicago, IL","10/18/24 1:55 PM","10/18/24 9:30 AM to 1:45 PM","A secured electric bicycle was taken from a bike rack","Open","24-01069","10/18/24",41.7891952630999,-87.6013325784207
"Information / Theft","1554 E. 55th St., Chicago, IL","10/18/24 2:50 PM","10/18/24 2:45 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-035893","10/18/24",41.7952934540188,-87.588744563006
"Theft","1414 E. 59th St., Chicago, IL","10/18/24 7:37 PM","10/16/24 to 10/18/24 4:00 PM to 6:00 PM","Secured bicycle taken from bike rack","Open","24-01073","10/18/24",41.7879151799158,-87.5910931385544
"Information / Theft","1554 E. 55th St., Chicago, IL","10/19/24 2:09 AM","10/19/24 2:05 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-035974","10/19/24",41.7952934540188,-87.588744563006
"Information / Armed Robbery","1400 E. 57th St., Chicago, IL","10/19/24 3:06 AM","10/19/24 3:00 AM","Two victims walking on the sidewalk off-campus were approached by 4 unknown suspects armed with handguns / Suspects took victims' property before fleeing to a waiting vehicle / CPD case JH473957","CPD","2024-035980","10/19/24",41.7915584548144,-87.5915174223632
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/19/24 3:42 PM","10/19/24 3:40 PM","A subject took merchandise from the off-campus store without paying and was arrested by CPD","CPD","2024-036035","10/19/24",41.7995504422237,-87.593062823983
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/20/24 9:45 AM","10/20/24 9:40 AM","An unknown person took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-036157","10/20/24",41.7995504422237,-87.593062823983
"Information / Theft","1447 E. 47th St., Chicago, IL","10/20/24 6:59 PM","10/20/24 8:55 PM","Unknown person took unsecured, unattended electric bicycle / CPD case","CPD","2024-036197","10/20/24",41.8096761601604,-87.5919329464663
"Information / Theft","1346 E. 53rd St., Chicago, IL","10/20/24 9:45 AM","10/20/24 9:40 AM","An unknown person took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-036157","10/20/24",41.7995504422237,-87.593062823983
"Information / Theft","1447 E. 47th St., Chicago, IL","10/20/24 6:59 PM","10/20/24 8:55 PM","Unknown person took unsecured, unattended electric bicycle / CPD case","CPD","2024-036197","10/20/24",41.8096761601604,-87.5919329464663
"Theft","6100 S. Ellis, Chicago, IL","10/21/24 12:43 PM","10/19/24 3:30 PM","Victim reported theft of cell phone","Open","24-01084","10/21/24",41.7840538328625,-87.6012231968405
